title	content	date	variant	images	verified	author	rating	product	url
Questionable battery life	Good budget tablet but the battery drains continuously when idle at a fast rate (10% daily)	16 Sep 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Tools. Electro. DIY	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Get Ready to be Black Mailed	Get ready to pay $15 so your device isn't full of adds and offers.  Way to piss off your customers Amazon.	12 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Positive Altitude	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Disappointed at first, hopeful at the improvements.	I received this kindle as a gift, and as I was downloading ebooks, it just shut off. I tried doing a soft reset, a hard reset, and even tried putting the kindle back to factory settings. It did not work. I called customer service, and they said they would send me a replacement. Somehow there was issue after issue, where I could no longer be sent a replacement, and they would not allow me to send the kindle back in for a gift card. First it was something with my card, and then my address, despite having used both before. They also wouldn’t, for whatever reason, allow me to return the kindle. Finally, after days, far too many phone calls, and a review, they made an “exception” for me, and agreed to send a return label. They also sent a new kindle. The new kindle currently works well, and hopefully it will stay that way. However, I’m a little frustrated with the whole process, although I am mostly happy with the end result. It would have been best for the kindle to work properly from the get go, and I still can’t comprehend why returning the kindle was such a difficulty.	15 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	whitney	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Grow up Amazon and stop blocking Google play.	Let me start by saying I am not expecting iPad performance from a $50 tablet.  I use (or want to use) these as fancy all in one remotes for my home AV setups (receiver, TV, blu-ray, etc.) as well as (when I can get it working) my Samsung Smartthings hub and z-wave light switches. This is a nicely made well thought out value for money tablet.  Fine for reading armchair web browsing etc. But... Battery life seems quite short. Performance is a little slow. The worst of all?  The trade war between Amazon and Google makes it virtually impossible to download apps from the Google play store.  There is a way but it is quite contrived. And despite what Amazon might say, not all the apps I wanted were available from Amazon.	23 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Darren H	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Buen precio	Me agrada que tenga la opción de crear varias secciones de usuarios y pienso que que es falso de que la tablet dura 7 horas en uso la batería no es cierto se descarga antes y lo de las mayorías de la aplicaciones que se bajan uno tiene que pagar suscripción solo te dan un mes gratis. Así no se vale aparte de que uno invierte en el producto, paga internet y también pagar por la mayoría de App que uno baja.	15 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Natasha	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Too many ads!	The new Fire tablet works well overall if you can get past all of the advertisements and Alexa constantly prompting you to buy this and subscribe to that for only $xxx dollars a year! Good sound and video quality, though queuing up a video takes a bit of time. Battery tends to drain fairly quickly. I’ll be switching back to my way overpriced iPad but happy to do so since ever other click doesn’t want me to spend more money. Basically if you want an inexpensive tablet to read, browse online and watch videos this may be the product for you.	13 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Amber	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
App Limitation	For the price it is a good Tablet. It looks nice, lighter than it looks, and very useful when you are cooking. ( looking at recipe / bigger screen makes easier to read while setting up ingredients. Was using phone before) The Only issue I have is the limited amount of apps I could use / download on it. Since it is an Amazon product, you can only use Amazon approved apps. You can not download from the Apple App store (which makes sense), but you can not download from Google Play store either.  There are some Apps / Games that I wish I can use on this Tablet, unfortunately Amazon doesn't have them. I still like this Tablet, just wish for more app access.	13 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Quan M. Le	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Hardly any difference from my older Fire 7 Table!	I actually returned this item as I saw no difference in this new edition versus my older edition. Just thought Newer Edition Fire 7 Tablet would be so much better. Improved and faster etc. And at first I was excited about this New Edition. However, after receiving it and checking it out I found very lacking in any improvements at all. Only change I saw or could determine was that it was built differently from my older Fire 7. My opinion is if your older Fire 7 Tablet is working OK no need to buy this newer edition.	27 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	john f. clifford	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Temper expectations for best results	Performance: Feels very sluggish - was expecting somewhat similar performance to my older 2015 Fire 7 but this actually felt slower on the same latest version firmware. May improve in future updates but this is a major uncertainty. Battery: Drains to 0% in 4 days standby, 2 days passive use (15 minutes every few hours), or 4-5 hours active use. Weight: Very light, it feels lighter than my old 2015 Fire. Value: At $40, this is a decent value as long as you manage expectations. I received 25% off for trading in my old tablet and including the trade in value, my total cost came out to $30. There was also an additional $10 appstore credit promised for pre ordering but I have yet to see this reflected in my account. This tablet is best when not utilizing any data-heavy or graphic-heavy applications as it will be a major slowdown. Great as a on-the-go video player, ebook reader, and general tablet for trips where you wouldn't want to lose your primary tablet.	16 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Twilight Blue Style: Fire 7		Yes	Billy Liu	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Depending On Your Use, This Might Not Be For You	For starters, I love Amazon.  Who doesn't? And my old Ipad is starting to finally kick the proverbial dust after years of abuse.  The battery is finally starting to take forever to charge, and there's lagging issues due to it being so old, and the updates are just killing it more.  But it is still beloved to my four year old, who somehow commandeered it. All that being said, I was so excited when it finally came in!  It looked awesome, was a little different with the controls all at the top, including the volume, power, charging port, and headphone jack, with the speaker not at the bottom of the device but on the left side, which was an odd placement I thought after I put a case on it, and I typically hold it where the speaker is located.  The opposite side close to the top is the slot for an SD card.  There are no front buttons as it's fully touchscreen also. I already knew before going in that you could not use Goggle Play, although I'm sure there's a way to get around it.  I basically wanted to use it for videos for both myself and my daughter, games, and the occasional book and web browsing.  Now, keep in mind we have super fast Internet.  When I first started the Fire tablet, there was the required set up process, which didn't take long, just the basics such as adding wifi, signing in, etc.  I did purchase the tablet with "special offers" as it did not bother me to see the ads on the lock screen.  Once on, it was a pretty nice setup, especially for those that are already "in" with Amazon as it shows a Home screen with my recent book/audiobook purchases up top, then all my apps below it, the next page shows Books, and includes some books from my library as well as recommendations below it, Videos is next, followed by Games, Shop (which was so odd as it shows things I've looked at), Apps, Music, and Newsstand. So basically, if you do a lot of Amazon shopping, listen to Audible as well as Amazon Music, watch Amazon videos, and read Kindle books, then this might be for you. If you don't use Amazon that frequently, then I'd recommend looking elsewhere for a regular tablet, one that is not hardwired for their Amazon customers. Now in my personal use, because I do use a lot of their services, I do like it.  But it's also dang annoying.  I suppose it's coming from having owned Apple devices, and Samsung devices that I find this tablet to lag tremendously.  Actual startup from the time you press the power button takes about 40 seconds to pop on.  Not too shabby, but there is a lag from opening the lock screen to opening apps that isn't apparent in a good quality Apple or Samsung product.  And let's not forget the horrible lag from going from one profile to the next.  It takes forever, and at this point, I finally erased the profile I set up for my daughter. I loved that I would be able to limit her usage as we already do that, but in this way she couldn't even get on without my code.  You can download what apps they can use, and manage their profile fully, which is great!  But on the flip side, I can't seem to figure out how to get back to my profile without shutting the whole thing down or restarting it as it opens right to her page versus the lock screen when opened back up. And as I previously stated, you can use the Amazon apps, but there aren't as many apps as can be found in Apple.  There are some I love to use, and they do not have them available at all, which sucks.  Amazon's browsing is called Silk, and works fine, although I still find it slow with fast Internet.  The quality of the screen and the battery are two other issues that are definitely cheap and sub par.  The screen quality on browsing has the slightly blurred look of a cheap android tablet. Words are ok, such as in an article, but pictures are blurred, and even video is not that clear or crisp.  The battery is also very weak I've found.  I've had my phone on since six this morning, and turned the tablet on around 10 this morning.  My phone, which I've used all morning to make calls, text, watch a few video's, look at FB, browse, etc., is down to 76% battery.  The tablet, which I've used to download four apps and had maybe about 20 minutes of use and has been on standby is down to 75%.  The battery does not last long at all.  If you watch even a few videos on the tablet, you can easily watch the percentage slowly bottom out. The camera is what you would normally find on a cheap tablet, and I wasn't expecting much nor did I get much in return.  The kindle portion is fantastic, and I can read easily on it, but I also own a Kindle, and I prefer that to this as the glare is greatly reduced even though you can change the page color and brightness of the screen.  I do like seeing the book covers in color though, and maps or things throughout the book that would normally be colored, but otherwise it is still nice to be able to read on it well.  Alexa works totally well, and it's easy to use, and I like the fact that you can use Alexa to play some games.  My daughter is fascinated with her. In all, this is an okay basic entry tablet that's good for watching videos, and is more tuned towards Prime members who have a lot of Amazon features already.  I'm going to keep it as I wanted something cheap for my youngest daughter to watch videos and keep her occupied, and for my occasional browsing.  But if you want a crystal clear screen, no lag, and better selection of apps, then I would definitely recommend going with an Apple or different Android device.	26 Jul 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Odessa	3.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1
Gave up after a month.	I kept trying, and despite re-setting the phone multiple times (the only fix the so-called "help" line recommends) the bluetooth was always unstable. Amazon was unable to replace, so I just returned the Fire 7  and got an unlocked Android phone instead for $20 more. It's a big improvement: no need to fiddle to get the Google Play store, performance is both faster and more stable for every task, and the screen although smaller is much brighter and more crisp. The Fire 7 is a mistake--I recommend avoiding. Initial review: I bought this as a media center for the kitchen, and it will work barely well enough-- for 50 bucks. Here are the problems that are happening within 24 hours: - Bluetooth pairing with Bose headphones is unstable--static-y or just randomly cut off - poor battery life--down more than 30% in about an hour. It gets hot. - screen smudges super-easily--a problem in a kitchen - Amazon help system is a joke--clicks lead in a circle, and there's no findable content on any of these issues Of course I'm not surprised that the experience is worse than my iPad, but I am surprised that it's so much worse than my cheap Android phone.  On the plus side, adding the Google Play store turned out to be easy, so I can use my music account there.	11 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	fol	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
Didn't fulfill a very simple brief	I wanted to like this tablet for a simple use case, but alas no go, and I've returned. I'm invested in the Apple ecosystem, but I've also owned Nexus/Pixel phones.  I have an old ipod nano which has served me well as a "night-time" device, leaving my iphone to charge elsewhere overnight. However, as my only non-wifi connected device I wanted a cheap replacement that would allow me to refresh my podcasts without a cable, install a few basic apps, outlook, facebook, and Netflix, and a small form-factor, no bigger than 7 inches. What could possibly go wrong. Ugh! I can't recommend this tablet for several reasons: - terrible App store. Awful games and not much else compared to the Apple store and Google Play. - very laggy and non-responsive in general. - buggy, wallpaper would randomly reset to a different image from the available collection. - screen seemed to have a strange surface, plasticky, almost like it had a built-in screen protector. I would say if you're not invested in Apple get one of the many available Android tablets around $100 that supports Google Play, or get a refurb Apple iphone/ipad. It costs a little more, but you'll skip the daily frustrations. I did like the hardware form factor, shame about the software.	17 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Fiona Lindberg	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
Loaded with Ads.	Truthfully my Kindle  Fire Gen. 3 was a better machine.  I has a much heavier build, longer battery life and it didnt spam me with ads at every swipe.  They have { Amazon} gone over board with their self promotion.  I like the location of the buttons and the feel.  Screen is sharp, but aps don't load as fast as my Gen. 3....prob. because 0f all the bloatware in the Gen 9.  And....And...no other browser except for silk...ugh.  Firefox for the win ..is no longer available.  Maybe I can re gift this.	20 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Sage Style: Fire 7		Yes	LarrySmola	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
Special offers = annoying ads every time it turns on!	$50 for a tablet sounds good, but the ad that pops up each time you turn the tablet on are quite annoying.  They don't go away on their own after a certain period of time; they're the kind you have to click out of.  Doesn't sound like such a special offer to me.  I went online and turned off the offer notification, only to be charged an extra $15 WITHOUT prior notification (or any notification for that matter, so beware!).  It might make sense to buy one of their kids versions at a discounted rate, say, around Black Friday, as those don't have all of these annoying ads and you actually have an adult profile for that tablet too, which is the same as what you'd have from this.  My daughter's kids version has been very reliable and I can switch over to the adult version any time I want to use it or make changes.  So, I guess I'd say that the fire tablet with special offers isn't worth it.  Get the kids version, pay for the version without the offers, or find a different tablet altogether.  Hope this helps!	07 Sep 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Sage Style: Fire 7		Yes	Shawesome	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
No Mic on ANY Keyboard, Limited Apps	First the Good: I loved the sage green color and I've never seen that anywhere else. Also, the size was perfect for reading in bed. I wanted to try the 7 inch because my phone is too small, and my 10 inch tablet is too heavy to hold up and read while I'm trying to fall asleep, now that I'm older. So I learned that a 7 inch size is perfect for this function. That's where the pros end for me. The cons: 1) While the Fire does allow you to increase font size on web pages, it does not allow you to increase font size of tablet's menus so I still had to squint and strain, even with my glasses on. Not designed well for middle-aged people or older. 2) You are forced to use Silk Browser which has an ugly orange logo. (All the Amazon apps are ugly orange and black, or orange and white, great for Halloween but...) I tried to download Firefox, Chrome, and Edge, but none are offered through Amazon's appstore. 3) Most of the apps I used are not available through the Appstore either 4) But the  biggest reason of all for my decision to return the device after 24 hours of use, is because after downloading several different keyboards that all claimed to have a microphone, and not being able to find it anywhere, I finally caved and contacted device support and was told that the builtin microphone on the Fire is not a working feature of any keyboard. It is only intended to be used with Alexa. So, as a person who likes to walk and talk (jotting down notes as I speak and pace) and a person who likes singing karaoke through apps that can't be downloaded to this device, I learned that the Fire is not the right tablet for me. It's too bad, because I would have liked to have kept it but it needs more customization options, more app availability, and a mic. Users aren't really allowed to control much on this device. Oh one other thing I don't like is how it began automatically downloading TV shows I didn't ask for on day 2. And it was constantly showing me things to shop for on Amazon.	04 Jul 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Sage Style: Fire 7		Yes	Just_Me	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
I'd suggest buying the 8 or higher...	So, I bought this on the fly when my daughter accidentally crushed the screen on her Fire 8. It was considerably cheaper and my thought was that I'd just saved a ton of money for just a little smaller screen (think Iphones and the slight differences in each level) Boy was I wrong. These tablets are worlds apart! From smaller screen to significantly decreased battery life and tons of things in between (constantly getting "stuck" and having to completely reboot, touch screen not working properly, poor sound quality, etc.) I am highly disappointed. Don't do like I did being cheap, swing the extra for the 8 or higher. You'll be happier in the long run.	16 Jul 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Ms. Tam	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
Not what I was expecting	On the first night I got it, the whole thing froze up while I was using the Kindle App.  I restarted it and everything seemed normal.  Four days later it started freezing up every so often with lines going down the screen vertically. Nothing I did would shut it off or restart it.  A few minutes later the screen would go black and the Amazon logo would appear.  This has been randomly happening ever since.  The battery life when using the Kindle App is poor especially since it is a brand new device having only Five (5) days of use. ---So I finally contacted Amazon about the issue I was having. The tech assured me a factory reset would solve my freezing issue. I contacted him on Thursday morning after the millionth freeze and restart. It worked the rest of Thursday and Friday. On Saturday morning it began the freeze and restart issue again. I contacted Amazon. Guess what the tech had me do, another factory reset. 🤦🏾‍♀️	05 Jul 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Plum Style: Fire 7		Yes	Kindle Customer	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
No customization possible, nothing but ads	I've bought Fire tablets before, they're a less expensive option for my kids, but the most recent one will not allow me to remove a single pre-installed app. I payed for 16GB storage on this but it's a misleading ad since they fill your tablet with things you won't use and advertisements. I was going to get 2 more at the price they were at, but I may never buy a Fire again (for the same reason I never bought Kindle after 1). Limitations on content, only amazon apps. This tablet forces you to use it at face value, and takes away your ability to customize, if you want an ad loaded OS with the least user friendly UI I've seen in decades this is the tablet for you. Next time it's a budget Android for the kids and I'll stick to paying a little more to Samsung for a tablet, not a sales ad.	22 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Twilight Blue Style: Fire 7		Yes	Rex Knauff	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
Drop Wi-Fi connection when using Bluetooth	I bought this to replace a my 3 year old 7 inch 5th generation Fire with very little storage. The extra memory and additional sd card storage is nice, the touchscreen is more responsive ,( it's tacky feeling), and it turns on quicker. On the negative side, when I use the bluetooth to listen to an audio book and cruise the internet it drops the Wi-Fi connection after about 10 minutes and the only way to reacquire it is to turn  the Fire off and then on again. The old 7-inch didn't have this problem. Using earbuds that plug in doesn't cause this problem. Also the battery life isn't any better then the old one, about 3.5-4 hours if you are doing anything other then reading a downloaded book.	03 Jul 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Diane 54	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
never again	yikes....these are really rough. even for its price. i bought these for my kids. they can barely play games on here, they are 8 and 6, so its not like they are playing crazy games. the battery life is subpar. the touch screen responsiveness is just awful. the ads are EVERYWHERE too but i hear there are work arounds for that. the screen is relatively sharp. I have this issue of trying to touch something on the boarder of the screen and it not registering. i find myself having to press 2-3 times for it to register what i'm tapping on. they can play a couple of hours of games and maybe squeeze some cartoons in, and its dead. the 7 year old samsung tablets i had them on prior lasted a lot longer. that was only 90 bucks.....you get what you pay for. go for the better model, trust me.	15 Jul 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Jeff Kelly	2.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star&pageNumber=1
Seemed like it was possessed.	This kindle worked well for a few hours and then all of a sudden it started to search the internet on it's own.  This is for my 8 year old daughter because her old kindle was not working.  This kindle really scared my child.  She would play a game and something would control the game.  We would watch it change the settings on it's own and move from ap to ap.  When the kindle was locked something kept trying to access my contacts, and unlock my kindle!!  It would change the time and change to a different alarm.  I contacted amazon and they were not helpful, because nothing worked..  I had to factory restart it twice and it kept going back to controling itself on it's own.  Finally I just had to return it because it because there was no way to use it.  Amazon needs to make a product that works.	11 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	C. S	1.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star&pageNumber=1
Don't get if you want things like Google play	I'm not a fan. It doesn't hold an internet connection well AT ALL and I hate how limited the device is. I'm sure it's mostly my fault for not reading that the fire tablets are only exclusive to Amazon apps so you can't use any apps from Google play or anything, but in the part of the description I read it said games. I didn't realize it didn't include Google play games. Unfortunately that was my reason for getting a tablet, so I will be returning mine and getting something with Google play services. If you are okay with only watching movies, TV and reading, this may be okay for you. Not sure about the internet connection though, my boyfriend's tablet (Lenovo) doesn't do that.	10 Jun 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Twilight Blue Style: Fire 7		Yes	Cassie	1.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star&pageNumber=1
This is not ready for prime time	I am surprised by how bad this product is given the overall decent quality of Amazon products.  The screen is unresponsive and freezes.  Kindle books I purchased are inaccessible from this device no matter what I do to open them even though they show up on the kindle app.  I cannot delete apps that I don’t want even though I am supposed to be able to do so.  Too many ads show up and there doesn’t appear to be a reliable way to avoid them.	11 Jun 2019	Digital Storage Capacity: 32 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Mysecretavatar	1.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star&pageNumber=1
Waste of Money	I have purchased 5 of these tablets over the years for my kids that are younger than 10. Each time when I am setting it up, and ask myself why I bought another one. I will not be purchasing another amazon tablet again, and here is why. There are some PROS to this tablet. They are cheap so I can buy one for all my kids to use / The battery life is really good / They are good enough hardware wise to run pretty much whatever kids games my kids download / That's where the pros end. CONS - The cons of this device far out weigh the pros. This tablet displays enough ads to choke a horse / The tablet is very slow. every few months I have to factory reset it when it is slows to a crawl without any indication as to why / Storage is low at 16GB. I added a 64GB sd card to each tablet. however this does not solve the issue, because in order for the SD card to be effective, the app has to be SD card compatible which only 10% of them are. So most apps will remain on the tablet with no way to transfer them to the SD card  / The home screen is full of garbage, and useless apps and features that my kids will never use, and just ends up confusing them. There is no way to clean the home screen up. My kids won't use GoodReads, or exclusive offers, or Shopping, or New Stand, or any of the other 45 home screens chalk full of crap. It would be nice if I could disable those home screens and just have ONE main home screen with their apps on it. If I want to buy them a book, or if they are dying to read the latest editions on new stand, then that should be inside the amazon app, not plastered on the home screen.  My kids also don't use email, so I went in to uninstall that, you can't. to free up resources and storage, I wanted to uninstall email, weather, amazon deals, good reads, audible, New Stand, Maps, Offers, Shop Amazon, and several other apps, but you can't they are locked down. I figured there has to be a way to remove the ads, well there is. Pay amazon 15.00 to enroll in the service to remove the ads from the device. WOW is all I can say.  After being a Prime member for over 6 years, I am really starting to reach that "Enough is enough" point. The bottom line is, spend the extra 50.00 and buy a real tablet. It will save you a lot of money in the long run because your child won't go to the "SHOP" home screen and order you a bunch of stuff on your behalf when you see 3 delivery trucks roll up outside your window, 14 new newsstand subscriptions in the mail, a 6 year audible membership, and 145 amazon prime movie purchases, all thanks to the quick and easy home screen layout.	10 Jul 2019	Digital Storage Capacity: 16 GB Offer Type: Lockscreen Ad-Supported Color: Black Style: Fire 7		Yes	Michael W	1.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star&pageNumber=1
worst of the lot	I own every model/series of Kindle and can say this last Fire 7 is the worst - very slow to load - crammed with ads to the point you can hardly use..size is a good midrange and weight is beautiful - now if it only worked well..  this won't get published as Amazon never allows bad press	16 Jun 2019	Digital Storage Capacity: 32 GB Offer Type: Lockscreen Ad-Supported Color: Plum Style: Fire 7		Yes	mandy	1.0	Fire 7 tablet, 7" display, 16 GB, latest model (2019 release), Black	https://www.amazon.com/Fire-Tablet-7/product-reviews/B07FKR6KXF/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star&pageNumber=1
